,Happiness_Rank,Country,Region,Happiness_Score,GDP_hscore,LifeExp_hscore,Freedom_hscore,Generosity_hscore,Corruption_hscore,Year,Actual_CrimeRate,Actual_GDP,Actual_LifeExp
832,41,Uzbekistan,Commonwealth of Independent States,6.174,0.745,0.756,0.631,0.322,0.24,2019,,1719.05721,1719.05721
833,38,Uzbekistan,Commonwealth of Independent States,6.257599831,0.696652949,0.716703713,0.693270326,0.363311023,0.280260265,2020,,1685.764947,1685.764947
834,23,Venezuela,Latin America and Caribbean,6.81,1.04424,0.72052,0.42908,0.05841,0.11069,2015,84.07,,
835,44,Venezuela,Latin America and Caribbean,6.084,1.13367,0.61904,0.19847,0.0425,0.08304,2016,84.44,,
836,82,Venezuela,Latin America and Caribbean,5.25,1.128431201,0.617144227,0.153997123,0.06501963,0.064491123,2017,85.28,,
837,102,Venezuela,Latin America and Caribbean,4.806,0.996,0.657,0.133,0.056,0.052,2018,82.59,,
838,108,Venezuela,Latin America and Caribbean,4.707,0.96,0.805,0.154,0.064,0.047,2019,83.23,,
839,98,Venezuela,Latin America and Caribbean,5.053199768,0.770238638,0.76702553,0.271717221,0.087179154,0.063624777,2020,84.49,,
840,75,Vietnam,Southeast Asia,5.36,0.63216,0.74676,0.59444,0.1686,0.10441,2015,52.29,2085.101349,2085.101349
841,96,Vietnam,Southeast Asia,5.061,0.74037,0.66157,0.55954,0.25075,0.11556,2016,55.69,2192.174482,2192.174482
842,94,Vietnam,Southeast Asia,5.073999882,0.788547575,0.652168989,0.571055591,0.234968051,0.087633237,2017,52.96,2365.521615,2365.521615
843,95,Vietnam,Southeast Asia,5.103,0.715,0.702,0.618,0.177,0.079,2018,52.22,2566.447487,2566.447487
844,94,Vietnam,Southeast Asia,5.175,0.741,0.851,0.543,0.147,0.073,2019,48.78,2715.27598,2715.27598
845,83,Vietnam,Southeast Asia,5.353499889,0.718092382,0.819133997,0.650835574,0.136488721,0.089848459,2020,45.35,2785.724157,2785.724157
846,136,Yemen,Middle East and North Africa,4.077,0.54649,0.40064,0.35571,0.09131,0.07854,2015,70.09,,
847,147,Yemen,Middle East and North Africa,3.724,0.57939,0.31048,0.2287,0.09821,0.05892,2016,,,
848,146,Yemen,Middle East and North Africa,3.592999935,0.591683447,0.310080916,0.249463722,0.104125209,0.056767423,2017,,,
849,152,Yemen,Middle East and North Africa,3.355,0.442,0.343,0.244,0.083,0.064,2018,,,
850,151,Yemen,Middle East and North Africa,3.38,0.287,0.463,0.143,0.108,0.077,2019,,,
851,138,Yemen,Middle East and North Africa,3.527400017,0.392701775,0.41500017,0.243721485,0.094689012,0.087352127,2020,,,
852,85,Zambia,Sub-Saharan Africa,5.129,0.47038,0.29924,0.48827,0.19591,0.12468,2015,41.72,1338.290927,1338.290927
853,106,Zambia,Sub-Saharan Africa,4.795,0.61202,0.23573,0.42662,0.17866,0.11479,2016,,1280.806543,1280.806543
854,116,Zambia,Sub-Saharan Africa,4.513999939,0.636406779,0.257835895,0.461603492,0.249580145,0.07821355,2017,,1535.196574,1535.196574
855,125,Zambia,Sub-Saharan Africa,4.377,0.562,0.295,0.503,0.221,0.082,2018,,1516.3711,1516.3711
856,138,Zambia,Sub-Saharan Africa,4.107,0.578,0.426,0.431,0.247,0.087,2019,,1305.002214,1305.002214
857,134,Zambia,Sub-Saharan Africa,3.759399891,0.536833763,0.36359334,0.49131754,0.250620902,0.086705238,2020,,1050.919283,1050.919283
858,115,Zimbabwe,Sub-Saharan Africa,4.61,0.271,0.33475,0.25861,0.18987,0.08079,2015,62.18,1445.069702,1445.069702
859,131,Zimbabwe,Sub-Saharan Africa,4.193,0.35041,0.1595,0.25429,0.18503,0.08582,2016,60.02,1464.588957,1464.588957
860,138,Zimbabwe,Sub-Saharan Africa,3.875,0.375846535,0.196763754,0.336384207,0.189143494,0.095375381,2017,53.46,1335.665064,1335.665064
861,144,Zimbabwe,Sub-Saharan Africa,3.692,0.357,0.248,0.406,0.132,0.099,2018,54.56,1352.162653,1352.162653
862,146,Zimbabwe,Sub-Saharan Africa,3.663,0.366,0.433,0.361,0.151,0.089,2019,51.8,1156.154864,1156.154864
863,142,Zimbabwe,Sub-Saharan Africa,3.299200058,0.425564021,0.375037611,0.37740472,0.151349187,0.080928579,2020,57.47,1128.210711,1128.210711
